movieId,title,joined_features
45550,Beyond a Reasonable Doubt (1956),nan nan nan crime drama film-noir 
45578,"Earth Is a Sinful Song, The (Maa on syntinen laulu) (1973)",nan nan nan drama 
45581,Shanghai Dreams (Qing hong) (2005),yuanyuangao binli haoqin xiaoshuaiwang nan drama 
45611,Vera Cruz (1954),nan nan nan adventure western 
45635,"Notorious Bettie Page, The (2005)",gretchenmol chrisbauer jaredharris maryharron bondage new york city senate investigation drama 
45642,Parting Glances (1986),nan nan nan comedy drama romance 
45648,Game 6 (2005),michaelkeaton robertdowneyjr. arigraynor dondelillo world series playwright opening night theater people comedy drama 
45652,American Gun (2005),marciagayharden forestwhitaker donaldsutherland stevenbagatourian single mother ellisburgh oregon yarn mill prostitute drama 
45656,Marilyn Hotchkiss' Ballroom Dancing & Charm School (2005),johngoodman eldenhenson robertcarlyle randallmiller dance therapy black eye baker comedy drama romance 
45658,On a Clear Day (2005),petermullan brendablethyn seanmcginley alexrose cake driving lesson pantyhose watching television drama 
45662,"Omen, The (2006)",predragbjelac carlosabatini bohumilsvarc davidseltzer antichrist evil boy child murderer horror thriller 
45664,"King, The (2005)",gaelgarcíabernal derekalvarado pelljames miloaddica female nudity incest man orgasms inside a woman sex outdoors drama 
45666,Nacho Libre (2006),jackblack anadelareguera héctorjiménez jaredhess lucha libre two word title slapstick comedy buddy comedy 
45668,"Lake House, The (2006)",keanureeves sandrabullock christopherplummer davidauburn parallel time love across time letter writing a letter drama fantasy romance 
45672,Click (2006),adamsandler katebeckinsale christopherwalken stevekoren remote control workaholic architect employer employee relationship adventure comedy drama fantasy romance 
45679,"Seventh Victim, The (1943)",nan nan nan drama film-noir horror mystery 
45689,Bleak Moments (1972),nan nan nan comedy drama 
45691,Edvard Munch (1974),nan nan nan drama 
45707,"Ace of Hearts, The (1921)",nan nan nan crime drama romance 
45720,"Devil Wears Prada, The (2006)",merylstreep annehathaway emilyblunt alinebroshmckenna magazine fashion fashion industry new york city comedy drama 
45722,Pirates of the Caribbean: Dead Man's Chest (2006),johnnydepp orlandobloom keiraknightley tedelliott heart liar's dice monster giant squid action adventure fantasy 
45726,"You, Me and Dupree (2006)",owenwilson katehudson mattdillon joerusso reference to audrey hepburn reference to lance armstrong cycling accident road cycling comedy 
45728,Clerks II (2006),briano'halloran jeffanderson jasonmewes kevinsmith fast food restaurant bromance jay and silent bob voyeur comedy 
45730,Lady in the Water (2006),paulgiamatti brycedallashoward jeffreywright m.nightshyamalan nymph dark fantasy film critic urban fantasy drama fantasy mystery 
45732,My Super Ex-Girlfriend (2006),umathurman lukewilson annafaris donpayne superhero supernatural power superhero spoof architect comedy fantasy romance 
45756,Tammy and the Bachelor (1957),nan nan nan musical romance 
45758,Lady on a Train (1945),nan nan nan comedy crime film-noir mystery romance thriller 
45761,"Nightmare Castle (Amanti d'oltretomba) (Lovers from Beyond the Tomb) (Faceless Monster, The) (1965)",nan nan nan horror 
45837,Let It Be (1970),nan nan nan documentary 
45845,"Farewell, Home Sweet Home (Adieu, plancher des vaches!) (1999)",nikotarielashvili lilylavina philippebas otariosseliani cafe businesswoman train dog comedy drama 
45852,See No Evil (2006),glennjacobs christinavidal michaelj.pagan danmadigan psychotronic film slasher grindhouse film three word title horror 
45880,Marie Antoinette (2006),kirstendunst jasonschwartzman judydavis sofiacoppola woman initiating sex female rear nudity nudity public nudity drama romance 
45891,Lady in the Lake (1947),nan nan nan crime drama film-noir mystery romance 
45899,Trial of the Road (Check-up on the Roads) (Checkpoint) (Proverka na dorogakh) (1971),nan nan nan drama war 
45928,Who Killed the Electric Car? (2006),martinsheen reverendgadget davebarthmuss chrispaine car electric car technology california documentary 
45940,"Miracle of Bern, The (Wunder von Bern, Das) (2003)",louisklamroth peterlohmeyer johannagastdorf sönkewortmann soccer west germany deutschland embroidery comedy drama 
45942,"Mother and the Whore, The (Maman et la putain, La) (1973)",nan nan nan drama 
45950,"Inconvenient Truth, An (2006)",algore billywest algore climate global warming global climate change climate change documentary 
45952,Test Pilot (1938),nan nan nan drama romance 
45969,Career Opportunities (1991),frankwhaley jenniferconnelly dermotmulroney johnhughes locked in a store liar coming of age flirting comedy romance 
45987,Chuck Berry Hail! Hail! Rock 'n' Roll (1987),nan nan nan documentary musical 
45991,Psych-Out (1968),nan nan nan drama musical thriller 
45994,National Lampoon's Cattle Call (Cattle Call) (2006),thomasiannicholas jennymollen nicoleeggert martinguigui casting couch mini dress breasts scantily clad female comedy 
46008,Sister Kenny (1946),nan nan nan drama 
46034,Mountain Patrol (Kekexili) (2004),duobujie leizhang daoqi chuanlu antelope volunteer journalist tibet action drama 
46062,High School Musical (2006),zacefron vanessahudgens ashleytisdale peterbarsocchini basketball movie disney channel original movie high school singing children comedy drama musical romance 
46065,Ice Bound (2003),susansarandon aidandevine cynthiamace jerrinielsen breast cancer video doctor cold drama 
46083,Drawing Restraint 9 (2005),shigeruakahori naomiaraki matthewbarney matthewbarney male frontal nudity male full frontal nudity male pubic hair pubic hair fantasy 
46098,Crossing the Bridge: The Sound of Istanbul (2005),alexanderhacke ahmedulug cemyegul fatihakin music concert istanbul turkey drummer cape the landscape documentary musical 
46108,Lower City (Cidade Baixa) (2005),lázaroramos wagnermoura alicebraga karimaïnouz threesome female pubic hair panties pubic hair drama 
46115,Forever Mine (1999),josephfiennes rayliotta gretchenmol paulschrader dysfunctional marriage sex scene politician vendetta crime drama romance thriller 
46154,"War Within, The (2005)",ayadakhtar firdousbamji nandanasen ayadakhtar muslim pakistani islam suicide vest drama 
46194,Adam & Steve (2005),malcolmgets carycurran craigchester craigchester gay gay club man dancing with man gay bashing comedy romance 
46199,Beyond the Rocks (1922),nan nan nan drama romance 
46201,Bob the Butler (2005),tomgreen brookeshields genevievebuechner janewalkerwood character name as title three word title bob the buter character job comedy 
46231,Stoned (2005),leogregory paddyconsidine davidmorrissey nealpurvis swimming swimming pool pantyhose reference to brian jones drama 
46258,Marked Woman (1937),nan nan nan crime drama film-noir 
46311,Running (1979),nan nan nan drama 
46318,Blessed Event (1932),nan nan nan comedy drama 
46322,Jet Li's Fearless (Huo Yuan Jia) (2006),jetli lisun yongdong chrischow nan action drama 
46325,Susan Lenox (Her Fall and Rise) (1931),nan nan nan adventure drama romance 
46331,"Adjuster, The (1991)",eliaskoteas arsinéekhanjian maurychaykin atomegoyan sex leg spreading unhappiness unfaithfulness drama 
46335,"Fast and the Furious: Tokyo Drift, The (Fast and the Furious 3, The) (2006)",lucasblack damienmarzette trulam.marcus chrismorgan yakuza chase showdown dominic toretto character action crime drama thriller 
46337,Garfield: A Tail of Two Kitties (2006),breckinmeyer jenniferlovehewitt billyconnolly joelcohen cat england prince prince and pauper animation children comedy 
46347,Metal: A Headbanger's Journey (2005),tomaraya gavinbaddeley blasphemer scotmcfadyen metal heavy metal f rated music history documentary 
46363,Summer in Berlin (Sommer vorm Balkon) (2005),inkafriedrich nadjauhl andreasschmidt andreasdresen wine drinking balcony berlin germany alcoholic drink drama 
46367,"Public Eye, The (1992)",joepesci richardriehle bryantravissmith howardfranklin neo noir taxi photographer news photographer crime thriller 
46372,"Bribe, The (1949)",nan nan nan drama film-noir thriller 
46409,Without Love (1945),nan nan nan comedy romance 
46430,Waist Deep (2006),tyresegibson shawnparr henryhunterhall vondiecurtis-hall hood hijack hijacking hijacker action crime drama thriller 
46441,"Sheriff and the Satellite Kid, The (1979)",nan nan nan action comedy sci-fi 
46457,Triple Cross (1966),nan nan nan action adventure drama thriller war 
46525,Spite Marriage (1929),nan nan nan comedy 
46530,Superman Returns (2006),brandonrouth katebosworth kevinspacey michaeldougherty clark kent character lex luthor character superman character caped superhero action adventure sci-fi imax 
46544,Edward II (1991),stevenwaddington kevincollins andrewtiernan seefullsummary throne nobility gay king drama 
46559,"Road to Guantanamo, The (2006)",rizahmed farhadharun waqarsiddiqui michaelwinterbottom guantanamo bay muslim torture prison drama war 
46561,Leonard Cohen: I'm Your Man (2005),leonardcohen marthawainwright bethorton lianlunson poet leonard cohen f rated songwriter documentary musical 
46572,Edmond (2005),williamh.macy francesbay rebeccapidgeon davidmamet bipolar disorder prostitute oral sex violence drama thriller 
46574,"OH in Ohio, The (2006)",parkerposey dannydevito winteravezoli sarahbird lesbian cunnilingus unfaithfulness unhappy marriage sex therapist comedy 
46578,Little Miss Sunshine (2006),abigailbreslin gregkinnear pauldano valeriefaris gay drugs graduate student beauty pageant adventure comedy drama 
46581,Brothers of the Head (2005),jonathanpryce johnsimm kenrussell louispepe gay kiss siamese twins 1970s threesome drama 
46588,Forgiving Dr. Mengele (2006),evamozeskor samiadwan danbar-on cheripugh mengele holocaust holocaust survivor auschwitz documentary 
46595,Fuse (Gori vatra) (2003),enisbeslagic bogdandiklic sasapetrovic pjerzalica nan comedy drama 
46604,Curse of the Pink Panther (1983),nan nan nan comedy crime mystery 
46613,Mimic: Sentinel (2003),lancehenriksen karlgeary alexisdziena donalda.wollheim part of a trilogy third part apartment insect horror sci-fi thriller 
46627,Rock 'n' Roll Nightmare (1987),nan nan nan fantasy horror 
46634,These Girls (2005),carolinedhavernas jacquesgirard hollylewis johnhazlett pubic hair male pubic hair male frontal nudity nudity comedy 
46640,Why Does Herr R. Run Amok? (Warum läuft Herr R. Amok?) (1970),nan nan nan drama 
46653,"300 Spartans, The (1962)",nan nan nan adventure drama war 
46664,"Fallen Idol, The (1948)",nan nan nan drama mystery thriller 
46713,Desperate (1947),nan nan nan drama film-noir 
46716,Knock on Any Door (1949),nan nan nan crime drama film-noir 
46723,Babel (2006),bradpitt cateblanchett mohamedakhzam guillermoarriaga original story american deaf girl mini skirt drama thriller 
46748,China Seas (1935),nan nan nan action adventure drama romance 
46753,I Walk the Line (1970),nan nan nan drama 
46765,"Girl Can't Help It, The (1956)",nan nan nan comedy 
46770,Krrish (2006),hrithikroshan priyankachopra rekha robinbhatt breaking the fourth wall by talking to the audience breaking the fourth wall supernatural power non comic book superhero adventure musical romance sci-fi 
46772,Strangers with Candy (2005),amysedaris paulsedaris chandrawilson stephencolbert black comedy absurd comedy parody satire comedy 
46788,Prophecy (1979),nan nan nan horror sci-fi 
46790,"Kremlin Letter, The (1970)",nan nan nan drama thriller 
46803,Young Mr. Lincoln (1939),nan nan nan drama 
46808,Subject Two (2006),christianoliver deanstapleton courtneymace philipchidel human experimentation psychological thriller medical research medical student drama thriller 
46839,Three Times (2005),qishu chenchang fangmei t'ien-wenchu taipei taiwan shanghai china soldier time drama romance 
46848,"Gumball Rally, The (1976)",nan nan nan adventure comedy 
46850,Wordplay (2006),willshortz merlreagle tylerhinman patrickcreadon puzzle new york times crossword puzzle editor documentary 
46855,Army of Shadows (L'armée des ombres) (1969),nan nan nan action drama thriller war 
46862,Orchestra Rehearsal (Prova d'orchestra) (1978),nan nan nan drama 
46865,Little Man (2006),marlonwayans shawnwayans kerrywashington keenenivorywayans dumb police craps baseball diarrhea comedy 
46869,Dames (1934),nan nan nan comedy musical 
46880,Dancing Lady (1933),nan nan nan comedy musical romance 
46901,"Purple Plain, The (1954)",nan nan nan drama war 
46910,Coonskin (1975),nan nan nan animation crime drama 
46912,Memento Mori (Yeogo goedam II) (1999),gyu-rikim parkyejin yeong-jinlee kyu-dongmin teen suicide bloodstain drink thrown into someone's face south korea horror 
